user_id,email,created_at,country,signup_source,age,device_type
u_00742,user742@example.com,2024/01/29 00:00:00,FR,web,26,desktop
u_00631,user631@example.com,2025-03-19,NL,referral,67,desktop
u_00383,user383@example.com,17/03/2024,DE,web,51,mobile
u_00219,user219@example.com,2025-05-24 00:00,NL,web,58,desktop
u_00471,user471@example.com,2025-12-24 00:00,UK,partner,27,mobile
u_00680,user680@example.com,2025-06-07T00:00:00Z,UK,web,47,mobile
u_00196,user196@example.com,2025/10/24 00:00:00,FR,web,29,desktop
u_00091,user91@example.com,2025-06-11,FR,web,61,mobile
u_00163,user163@example.com,2025-11-01,FR,web,69,desktop
u_00247,user247@example.com,2025-12-31,UK,web,58,desktop
u_00422,user422@example.com,2025-08-13T00:00:00Z,FR,web,64,desktop
u_00055,user55@example.com,2025-09-21,IT,web,20,tablet
u_00575,user575@example.com,27/03/2025,ES,partner,56,desktop
u_00506,user506@example.com,2024-10-29T00:00:00Z,DE,referral,60,mobile
u_00616,user616@example.com,2024/10/31 00:00:00,DE,mobile,29,desktop
u_00017,user17@example.com,01/07/2024,UK,referral,63,desktop
u_00654,user654@example.com,24-01-2025 00:00,FR,partner,58,mobile
u_00470,user470@example.com,2024-01-30T00:00:00Z,UK,web,45,desktop
u_00157,user157@example.com,2025-07-14,FR,mobile,26,desktop
u_00749,user749@example.com,16/03/2025,DE,web,29,desktop
u_00044,user44@example.com,2024-10-04T00:00:00Z,FR,web,28,desktop
u_00423,user423@example.com,2025-07-24 00:00,FR,referral,65,desktop
u_00573,user573@example.com,2024-03-15 00:00,UK,web,36,desktop
u_00555,user555@example.com,2026-04-02 00:00,FR,referral,58,mobile
u_00612,user612@example.com,07-10-2024 00:00,IT,partner,42,desktop
u_00516,user516@example.com,06-12-2025 00:00,FR,mobile,47,mobile
u_00298,user298@example.com,2024/02/22 00:00:00,DE,referral,34,desktop
u_00306,user306@example.com,09-12-2025 00:00,UK,mobile,51,desktop
u_00561,user561@example.com,2025-09-26 00:00,FR,mobile,52,desktop
u_00688,user688@example.com,2026/02/15 00:00:00,NL,web,57,mobile
u_00731,user731@example.com,14/02/2026,FR,web,48,mobile
u_00578,user578@example.com,2025-01-20T00:00:00Z,UK,referral,31,mobile
u_00146,user146@example.com,2026-03-22T00:00:00Z,FR,web,55,mobile
u_00798,user798@example.com,04-12-2025 00:00,FR,web,53,desktop
u_00199,user199@example.com,2025-01-07,FR,partner,53,mobile
u_00697,user697@example.com,2025-12-09,DE,referral,58,mobile
u_00728,user728@example.com,2024-09-05T00:00:00Z,FR,web,34,desktop
u_00502,user502@example.com,2024/04/19 00:00:00,ES,mobile,69,desktop
u_00290,user290@example.com,2025-08-21T00:00:00Z,FR,web,45,desktop
u_00574,user574@example.com,2025/10/23 00:00:00,DE,referral,30,desktop
u_00316,user316@example.com,2026/03/29 00:00:00,FR,web,31,desktop
u_00518,user518@example.com,2025-10-15T00:00:00Z,DE,web,23,desktop
u_00563,user563@example.com,07/10/2025,ES,mobile,48,desktop
u_00099,user99@example.com,2024-09-02 00:00,FR,web,57,tablet
u_00227,user227@example.com,05/12/2025,FR,partner,31,desktop
u_00451,user451@example.com,2025-05-06,FR,web,25,tablet
u_00085,user85@example.com,2025-01-22,FR,web,18,desktop
u_00339,user339@example.com,2024-01-25 00:00,FR,web,22,desktop
u_00382,user382@example.com,2024/07/06 00:00:00,NL,web,57,desktop
u_00668,user668@example.com,2026-03-04T00:00:00Z,NL,web,35,desktop
u_00304,user304@example.com,2024/07/17 00:00:00,UK,referral,43,desktop
u_00485,user485@example.com,09/10/2024,FR,referral,69,mobile
u_00243,user243@example.com,2025-01-13 00:00,FR,mobile,38,desktop
u_00717,user717@example.com,2024-07-13 00:00,UK,web,45,desktop
u_00278,user278@example.com,2025-09-21T00:00:00Z,UK,web,18,desktop
u_00250,user250@example.com,2026/02/18 00:00:00,UK,web,65,mobile
u_00322,user322@example.com,2024/07/01 00:00:00,UK,web,50,desktop
u_00140,user140@example.com,2026-03-09T00:00:00Z,FR,web,35,mobile
u_00482,user482@example.com,2025-06-04T00:00:00Z,FR,web,55,desktop
u_00324,user324@example.com,12-02-2024 00:00,UK,web,53,desktop
u_00437,user437@example.com,22/12/2024,FR,web,47,tablet
u_00443,user443@example.com,28/06/2025,DE,web,65,mobile
u_00128,user128@example.com,2026-01-13T00:00:00Z,FR,referral,48,mobile
u_00727,user727@example.com,2026-02-22,FR,web,48,desktop
u_00558,user558@example.com,30-11-2024 00:00,UK,web,56,desktop
u_00597,user597@example.com,2024-11-22 00:00,IT,web,67,desktop
u_00537,user537@example.com,2025-12-13 00:00,UK,web,56,desktop
u_00566,user566@example.com,2024-10-20T00:00:00Z,IT,web,25,desktop
u_00770,user770@example.com,2026-02-20T00:00:00Z,IT,web,29,desktop
u_00596,user596@example.com,2025-05-26T00:00:00Z,FR,web,19,mobile
u_00589,user589@example.com,2025-12-24,FR,referral,43,desktop
u_00664,user664@example.com,2024/04/08 00:00:00,FR,web,33,desktop
u_00362,user362@example.com,2024-11-26T00:00:00Z,FR,mobile,19,desktop
u_00202,user202@example.com,2025/05/31 00:00:00,NL,web,19,mobile
u_00545,user545@example.com,10/02/2026,FR,partner,32,desktop
u_00784,user784@example.com,2026/03/17 00:00:00,UK,web,21,desktop
u_00560,user560@example.com,2025-09-03T00:00:00Z,UK,web,35,desktop
u_00463,user463@example.com,2025-06-05,NL,web,48,desktop
u_00786,user786@example.com,14-01-2025 00:00,UK,referral,56,mobile
u_00189,user189@example.com,2025-01-22 00:00,DE,web,66,mobile
u_00410,user410@example.com,2026-01-29T00:00:00Z,NL,web,19,mobile
u_00689,user689@example.com,31/08/2025,DE,referral,62,desktop
u_00740,user740@example.com,2024-12-04T00:00:00Z,UK,web,69,desktop
u_00491,user491@example.com,19/10/2025,IT,web,61,desktop
u_00711,user711@example.com,2025-03-12 00:00,NL,web,39,tablet
u_00129,user129@example.com,2025-05-06 00:00,FR,mobile,27,desktop
u_00775,user775@example.com,2025-12-10,FR,web,55,desktop
u_00123,user123@example.com,2024-09-30 00:00,FR,mobile,46,mobile
u_00010,user10@example.com,2026/01/01 00:00:00,UK,partner,59,desktop
u_00609,user609@example.com,2025-08-15 00:00,DE,referral,47,desktop
u_00165,user165@example.com,2025-07-27 00:00,UK,partner,67,desktop
u_00293,user293@example.com,27/12/2025,NL,web,20,mobile
u_00112,user112@example.com,2024/03/07 00:00:00,FR,referral,45,desktop
u_00708,user708@example.com,28-12-2025 00:00,DE,web,22,desktop
u_00440,user440@example.com,2025-09-29T00:00:00Z,IT,web,64,mobile
u_00102,user102@example.com,04-06-2025 00:00,IT,web,52,tablet
u_00591,user591@example.com,2024-04-07 00:00,NL,referral,27,desktop
u_00352,user352@example.com,2024/06/13 00:00:00,FR,referral,50,desktop
u_00374,user374@example.com,2026-02-17T00:00:00Z,FR,mobile,35,desktop
u_00060,user60@example.com,19-08-2024 00:00,FR,web,57,desktop
u_00565,user565@example.com,2025-09-17,IT,web,32,mobile
u_00049,user49@example.com,2024-02-08,IT,web,25,mobile
u_00772,user772@example.com,2026/02/01 00:00:00,UK,mobile,53,desktop
u_00729,user729@example.com,2026-02-04 00:00,UK,web,19,mobile
u_00110,user110@example.com,2024-08-01T00:00:00Z,ES,web,50,desktop
u_00594,user594@example.com,30-01-2026 00:00,UK,web,60,desktop
u_00240,user240@example.com,10-09-2024 00:00,FR,web,29,mobile
u_00009,user9@example.com,2024-12-01 00:00,FR,web,38,desktop
u_00077,user77@example.com,08/02/2025,FR,web,39,mobile
u_00224,user224@example.com,2025-12-08T00:00:00Z,NL,web,39,mobile
u_00670,user670@example.com,2024/08/31 00:00:00,UK,web,32,mobile
u_00461,user461@example.com,24/03/2025,UK,web,69,tablet
u_00312,user312@example.com,09-07-2025 00:00,UK,web,54,desktop
u_00019,user19@example.com,2024-04-06,ES,mobile,45,tablet
u_00192,user192@example.com,26-01-2026 00:00,FR,mobile,45,desktop
u_00414,user414@example.com,16-12-2024 00:00,ES,web,49,desktop
u_00553,user553@example.com,2024-10-22,FR,web,24,mobile
u_00659,user659@example.com,22/08/2024,UK,partner,44,desktop
u_00281,user281@example.com,02/12/2025,FR,web,34,desktop
u_00500,user500@example.com,2025-09-18T00:00:00Z,UK,web,62,desktop
u_00329,user329@example.com,06/01/2026,IT,mobile,53,desktop
u_00001,user1@example.com,2025-07-09,DE,mobile,49,mobile
u_00618,user618@example.com,07-11-2025 00:00,FR,mobile,26,mobile
u_00340,user340@example.com,2025/11/10 00:00:00,NL,mobile,69,desktop
u_00183,user183@example.com,2024-04-22 00:00,UK,mobile,27,desktop
u_00494,user494@example.com,2025-03-30T00:00:00Z,FR,web,55,desktop
u_00639,user639@example.com,2024-01-20 00:00,DE,referral,39,desktop
u_00097,user97@example.com,2026-02-05,UK,web,62,desktop
u_00056,user56@example.com,2025-10-11T00:00:00Z,DE,web,53,desktop
u_00351,user351@example.com,2025-05-18 00:00,UK,web,26,tablet
u_00040,user40@example.com,2024/03/21 00:00:00,IT,web,66,mobile
u_00523,user523@example.com,2024-06-27,FR,web,53,desktop
u_00342,user342@example.com,24-03-2025 00:00,NL,mobile,18,desktop
u_00704,user704@example.com,2024-12-09T00:00:00Z,ES,web,55,desktop
u_00305,user305@example.com,06/11/2025,ES,web,23,mobile
u_00216,user216@example.com,20-02-2026 00:00,DE,web,66,desktop
u_00299,user299@example.com,28/10/2024,DE,referral,66,desktop
u_00372,user372@example.com,24-09-2025 00:00,FR,mobile,41,tablet
u_00539,user539@example.com,13/02/2026,FR,referral,38,mobile
u_00644,user644@example.com,2025-07-12T00:00:00Z,FR,web,59,desktop
u_00238,user238@example.com,2026/03/11 00:00:00,DE,web,46,desktop
u_00377,user377@example.com,14/03/2024,NL,web,28,desktop
u_00089,user89@example.com,01/08/2024,FR,web,35,mobile
u_00669,user669@example.com,2025-08-28 00:00,FR,mobile,46,mobile
u_00530,user530@example.com,2025-06-09T00:00:00Z,FR,web,43,desktop
u_00136,user136@example.com,2025/01/11 00:00:00,FR,web,48,mobile
u_00269,user269@example.com,19/03/2024,FR,web,19,desktop
u_00039,user39@example.com,2026-01-10 00:00,FR,web,62,desktop
u_00153,user153@example.com,2026-01-01 00:00,FR,web,58,mobile
u_00080,user80@example.com,2026-03-02T00:00:00Z,DE,mobile,57,desktop
u_00430,user430@example.com,2025/08/25 00:00:00,DE,web,32,mobile
u_00242,user242@example.com,2024-01-19T00:00:00Z,DE,mobile,26,mobile
u_00789,user789@example.com,2025-10-14 00:00,DE,web,60,mobile
u_00346,user346@example.com,2025/12/25 00:00:00,DE,web,57,mobile
u_00175,user175@example.com,2025-03-05,FR,web,59,mobile
u_00732,user732@example.com,25-09-2024 00:00,FR,web,67,desktop
u_00507,user507@example.com,2026-03-18 00:00,FR,mobile,38,mobile
u_00635,user635@example.com,29/07/2024,FR,web,45,mobile
u_00025,user25@example.com,2025-10-21,DE,referral,43,desktop
u_00162,user162@example.com,27-11-2025 00:00,NL,web,44,desktop
u_00120,user120@example.com,02-04-2025 00:00,IT,mobile,45,mobile
u_00059,user59@example.com,09/02/2025,FR,web,31,desktop
u_00263,user263@example.com,26/12/2024,FR,web,50,tablet
u_00571,user571@example.com,2025-01-25,FR,web,58,desktop
u_00169,user169@example.com,2025-03-23,FR,mobile,19,desktop
u_00082,user82@example.com,2024/07/09 00:00:00,UK,mobile,69,mobile
u_00696,user696@example.com,08-09-2024 00:00,UK,mobile,27,desktop
u_00682,user682@example.com,2025/08/05 00:00:00,FR,web,22,desktop
u_00222,user222@example.com,14-09-2024 00:00,UK,mobile,42,desktop
u_00764,user764@example.com,2025-09-11T00:00:00Z,FR,referral,23,mobile
u_00645,user645@example.com,2024-06-26 00:00,IT,web,31,desktop
u_00653,user653@example.com,27/08/2025,IT,referral,61,desktop
u_00667,user667@example.com,2024-09-24,DE,web,19,mobile
u_00084,user84@example.com,22-04-2025 00:00,FR,web,26,desktop
u_00093,user93@example.com,2024-04-20 00:00,UK,web,21,desktop
u_00302,user302@example.com,2025-12-04T00:00:00Z,FR,web,46,desktop
u_00020,user20@example.com,2025-11-24T00:00:00Z,IT,web,66,desktop
u_00559,user559@example.com,2024-07-20,UK,mobile,21,desktop
u_00186,user186@example.com,23-11-2024 00:00,IT,referral,20,mobile
u_00228,user228@example.com,09-10-2024 00:00,UK,web,23,desktop
u_00210,user210@example.com,04-06-2025 00:00,UK,web,32,desktop
u_00334,user334@example.com,2025/07/22 00:00:00,ES,mobile,20,mobile
u_00528,user528@example.com,22-04-2024 00:00,NL,mobile,30,desktop
u_00232,user232@example.com,2025/12/03 00:00:00,UK,mobile,61,tablet
u_00509,user509@example.com,02/12/2024,UK,web,21,desktop
u_00429,user429@example.com,2025-02-04 00:00,FR,referral,22,desktop
u_00315,user315@example.com,2025-02-07 00:00,UK,partner,30,desktop
u_00066,user66@example.com,29-03-2025 00:00,UK,referral,48,mobile
u_00552,user552@example.com,03-04-2024 00:00,FR,referral,44,desktop
u_00239,user239@example.com,25/08/2025,FR,web,69,mobile
u_00138,user138@example.com,15-03-2024 00:00,UK,web,48,desktop
u_00026,user26@example.com,2024-09-23T00:00:00Z,FR,web,39,mobile
u_00665,user665@example.com,25/01/2025,FR,mobile,28,mobile
u_00761,user761@example.com,17/11/2024,IT,partner,42,mobile
u_00341,user341@example.com,13/09/2025,FR,web,37,desktop
u_00062,user62@example.com,2025-10-10T00:00:00Z,UK,mobile,61,mobile
u_00308,user308@example.com,2024-03-29T00:00:00Z,IT,web,67,desktop
u_00159,user159@example.com,2025-01-27 00:00,DE,web,65,mobile
u_00524,user524@example.com,2025-04-15T00:00:00Z,UK,mobile,38,desktop
u_00472,user472@example.com,2024/09/13 00:00:00,UK,web,40,desktop
u_00018,user18@example.com,10-11-2025 00:00,FR,web,35,mobile
u_00068,user68@example.com,2024-06-07T00:00:00Z,FR,mobile,34,desktop
u_00655,user655@example.com,2025-09-15,ES,web,34,tablet
u_00632,user632@example.com,2024-11-11T00:00:00Z,ES,mobile,29,mobile
u_00113,user113@example.com,28/03/2025,FR,referral,19,tablet
u_00712,user712@example.com,2025/07/13 00:00:00,IT,web,59,desktop
u_00517,user517@example.com,2024-05-24,FR,mobile,45,desktop
u_00793,user793@example.com,2025-09-11,FR,partner,45,desktop
u_00103,user103@example.com,2025-08-26,FR,web,50,desktop
u_00416,user416@example.com,2026-01-08T00:00:00Z,FR,web,30,desktop
u_00636,user636@example.com,09-10-2024 00:00,FR,partner,69,mobile
u_00488,user488@example.com,2025-04-10T00:00:00Z,FR,web,62,desktop
u_00474,user474@example.com,23-11-2024 00:00,FR,mobile,42,mobile
u_00624,user624@example.com,13-09-2025 00:00,UK,web,30,desktop
u_00726,user726@example.com,13-12-2025 00:00,FR,web,23,tablet
u_00292,user292@example.com,2025/05/04 00:00:00,FR,mobile,37,mobile
u_00264,user264@example.com,21-10-2025 00:00,FR,mobile,51,desktop
u_00252,user252@example.com,16-12-2024 00:00,ES,web,25,mobile
u_00606,user606@example.com,20-02-2024 00:00,DE,web,38,mobile
u_00684,user684@example.com,18-11-2025 00:00,UK,web,61,mobile
u_00666,user666@example.com,18-01-2026 00:00,IT,mobile,46,desktop
u_00002,user2@example.com,2024-01-20T00:00:00Z,UK,web,49,desktop
u_00550,user550@example.com,2024/05/04 00:00:00,UK,web,48,desktop
u_00376,user376@example.com,2025/01/18 00:00:00,FR,mobile,26,desktop
u_00176,user176@example.com,2024-03-06T00:00:00Z,FR,mobile,59,desktop
u_00649,user649@example.com,2026-02-16,IT,mobile,40,desktop
u_00368,user368@example.com,2024-12-02T00:00:00Z,IT,web,28,mobile
u_00403,user403@example.com,2024-11-05,DE,referral,61,tablet
u_00693,user693@example.com,2026-03-11 00:00,FR,mobile,27,mobile
u_00003,user3@example.com,2026-03-31 00:00,ES,referral,29,mobile
u_00096,user96@example.com,14-02-2026 00:00,IT,referral,39,desktop
u_00536,user536@example.com,2025-11-11T00:00:00Z,FR,referral,21,desktop
u_00497,user497@example.com,03/10/2024,UK,web,18,desktop
u_00706,user706@example.com,2025/06/25 00:00:00,UK,web,61,desktop
u_00763,user763@example.com,2024-07-31,FR,referral,58,desktop
u_00285,user285@example.com,2025-12-23 00:00,UK,partner,45,desktop
u_00212,user212@example.com,2024-10-29T00:00:00Z,UK,mobile,20,desktop
u_00411,user411@example.com,2025-05-21 00:00,IT,mobile,23,desktop
u_00646,user646@example.com,2025/07/13 00:00:00,ES,mobile,36,desktop
u_00174,user174@example.com,19-03-2026 00:00,NL,referral,58,mobile
u_00288,user288@example.com,22-11-2025 00:00,UK,mobile,30,desktop
u_00652,user652@example.com,2025/11/02 00:00:00,ES,mobile,56,mobile
u_00143,user143@example.com,16/04/2024,NL,web,61,desktop
u_00413,user413@example.com,22/10/2024,FR,mobile,42,desktop
u_00193,user193@example.com,2025-05-25,FR,mobile,69,desktop
u_00591,user591@example.com,2024-04-07 00:00,NL,referral,27,desktop
u_00402,user402@example.com,05-06-2024 00:00,NL,mobile,39,desktop
u_00230,user230@example.com,2025-04-03T00:00:00Z,FR,web,30,desktop
u_00753,user753@example.com,2025-12-25 00:00,FR,web,52,desktop
u_00218,user218@example.com,2024-03-21T00:00:00Z,FR,referral,45,desktop
u_00598,user598@example.com,2025/09/11 00:00:00,IT,referral,38,desktop
u_00155,user155@example.com,12/12/2025,FR,partner,37,desktop
u_00431,user431@example.com,28/04/2024,NL,web,25,desktop
u_00404,user404@example.com,2024-12-12T00:00:00Z,FR,mobile,52,mobile
u_00182,user182@example.com,2025-12-10T00:00:00Z,ES,referral,67,mobile
u_00336,user336@example.com,21-08-2025 00:00,UK,web,23,desktop
u_00722,user722@example.com,2024-02-02T00:00:00Z,UK,web,51,desktop
u_00075,user75@example.com,2025-03-03 00:00,FR,mobile,27,mobile
u_00415,user415@example.com,2025-01-30,FR,web,59,desktop
u_00436,user436@example.com,2026/01/23 00:00:00,FR,web,62,mobile
u_00086,user86@example.com,2025-04-18T00:00:00Z,FR,web,28,desktop
u_00626,user626@example.com,2024-09-08T00:00:00Z,UK,web,30,desktop
u_00641,user641@example.com,27/10/2024,DE,web,44,desktop
u_00234,user234@example.com,22-09-2025 00:00,UK,referral,25,desktop
u_00021,user21@example.com,2026-03-21 00:00,DE,web,46,desktop
u_00736,user736@example.com,2025/11/06 00:00:00,IT,web,53,mobile
u_00758,user758@example.com,2026-04-04T00:00:00Z,NL,web,31,desktop
u_00610,user610@example.com,2024/11/04 00:00:00,UK,mobile,54,desktop
u_00590,user590@example.com,2025-03-26T00:00:00Z,FR,web,63,mobile
u_00031,user31@example.com,2025-03-18,DE,mobile,36,desktop
u_00291,user291@example.com,2024-08-13 00:00,ES,web,64,desktop
u_00253,user253@example.com,2025-09-13,UK,web,68,desktop
u_00070,user70@example.com,2024/10/01 00:00:00,UK,web,54,mobile
u_00088,user88@example.com,2025/09/21 00:00:00,UK,web,46,desktop
u_00115,user115@example.com,2024-02-22,FR,partner,58,desktop
u_00549,user549@example.com,2026-01-19 00:00,DE,web,34,mobile
u_00092,user92@example.com,2024-12-17T00:00:00Z,IT,partner,47,mobile
u_00466,user466@example.com,2025/09/14 00:00:00,IT,referral,64,tablet
u_00168,user168@example.com,15-07-2025 00:00,DE,web,35,desktop
u_00408,user408@example.com,12-08-2024 00:00,ES,web,57,desktop
u_00617,user617@example.com,17/04/2025,DE,mobile,36,desktop
u_00321,user321@example.com,2025-12-10 00:00,NL,mobile,60,desktop
u_00792,user792@example.com,28-05-2025 00:00,UK,web,48,mobile
u_00586,user586@example.com,2024/05/19 00:00:00,IT,web,63,desktop
u_00078,user78@example.com,10-06-2025 00:00,IT,web,40,desktop
u_00567,user567@example.com,2025-08-05 00:00,DE,web,22,mobile
u_00532,user532@example.com,2025/04/11 00:00:00,IT,web,59,mobile
u_00599,user599@example.com,30/11/2025,NL,mobile,66,desktop
u_00691,user691@example.com,2025-05-14,FR,web,42,tablet
u_00258,user258@example.com,16-06-2025 00:00,FR,web,61,desktop
u_00256,user256@example.com,2024/12/17 00:00:00,DE,mobile,64,tablet
u_00787,user787@example.com,2025-03-09,DE,web,29,tablet
u_00498,user498@example.com,24-03-2024 00:00,IT,web,52,desktop
u_00131,user131@example.com,31/05/2024,FR,web,18,tablet
u_00101,user101@example.com,19/11/2024,ES,web,35,mobile
u_00172,user172@example.com,2025/10/10 00:00:00,UK,web,37,mobile
u_00736,user736@example.com,2025/11/06 00:00:00,IT,web,53,mobile
u_00703,user703@example.com,2025-11-25,FR,web,19,desktop
u_00752,user752@example.com,2026-03-06T00:00:00Z,FR,web,36,mobile
u_00454,user454@example.com,2025/09/03 00:00:00,FR,mobile,47,mobile
u_00538,user538@example.com,2024/08/23 00:00:00,FR,mobile,47,mobile
u_00656,user656@example.com,2025-12-24T00:00:00Z,FR,web,25,desktop
u_00747,user747@example.com,2025-01-10 00:00,FR,web,26,mobile
u_00201,user201@example.com,2025-12-28 00:00,DE,web,28,mobile
u_00203,user203@example.com,18/04/2025,UK,web,50,desktop
u_00713,user713@example.com,01/03/2026,DE,mobile,65,desktop
u_00661,user661@example.com,2025-12-28,FR,mobile,64,mobile
u_00456,user456@example.com,11-05-2024 00:00,FR,referral,35,desktop
u_00634,user634@example.com,2025/11/29 00:00:00,UK,web,44,tablet
u_00137,user137@example.com,08/08/2025,NL,partner,67,mobile
u_00521,user521@example.com,03/10/2025,ES,web,34,desktop
u_00660,user660@example.com,04-03-2024 00:00,UK,web,64,desktop
u_00570,user570@example.com,30-07-2024 00:00,UK,web,32,desktop
u_00379,user379@example.com,2025-10-23,UK,web,22,mobile
u_00707,user707@example.com,23/06/2024,DE,mobile,23,desktop
u_00271,user271@example.com,2024-07-09,FR,referral,65,desktop
u_00607,user607@example.com,2024-09-13,ES,partner,55,mobile
u_00064,user64@example.com,2025/04/07 00:00:00,DE,mobile,55,desktop
u_00394,user394@example.com,2024/10/24 00:00:00,IT,partner,22,desktop
u_00071,user71@example.com,25/06/2025,FR,mobile,27,desktop
u_00535,user535@example.com,2024-10-27,FR,partner,49,desktop
u_00272,user272@example.com,2025-03-21T00:00:00Z,FR,mobile,48,desktop
u_00544,user544@example.com,2024/02/17 00:00:00,NL,mobile,41,mobile
u_00161,user161@example.com,27/12/2025,FR,web,37,desktop
u_00751,user751@example.com,2025-07-05,FR,web,49,desktop
u_00170,user170@example.com,2025-01-18T00:00:00Z,NL,web,60,mobile
u_00037,user37@example.com,2025-09-13,FR,mobile,25,desktop
u_00244,user244@example.com,2026/04/01 00:00:00,UK,mobile,47,tablet
u_00083,user83@example.com,03/06/2025,DE,referral,43,mobile
u_00261,user261@example.com,2025-02-15 00:00,FR,partner,45,mobile
u_00373,user373@example.com,2025-03-01,UK,web,63,mobile
u_00023,user23@example.com,27/10/2025,NL,web,65,mobile
u_00338,user338@example.com,2024-12-29T00:00:00Z,DE,web,52,mobile
u_00309,user309@example.com,2024-07-02 00:00,FR,partner,34,mobile
u_00559,user559@example.com,2024-07-20,UK,mobile,21,desktop
u_00508,user508@example.com,2024/07/12 00:00:00,ES,mobile,56,tablet
u_00221,user221@example.com,27/11/2024,FR,referral,63,mobile
u_00014,user14@example.com,2025-07-15T00:00:00Z,ES,mobile,46,desktop
u_00667,user667@example.com,2024-09-24,DE,web,19,mobile
u_00673,user673@example.com,2024-12-31,NL,web,59,mobile
u_00585,user585@example.com,2025-11-14 00:00,NL,partner,21,desktop
u_00512,user512@example.com,2025-03-02T00:00:00Z,ES,referral,66,desktop
u_00178,user178@example.com,2026/01/10 00:00:00,NL,web,23,desktop
u_00277,user277@example.com,2024-03-28,FR,mobile,35,desktop
u_00548,user548@example.com,2024-08-29T00:00:00Z,FR,web,42,tablet
u_00720,user720@example.com,29-07-2025 00:00,NL,web,45,mobile
u_00477,user477@example.com,2025-08-06 00:00,UK,web,30,tablet
u_00226,user226@example.com,2025/01/30 00:00:00,NL,web,24,desktop
u_00633,user633@example.com,2025-12-06 00:00,FR,web,35,desktop
u_00217,user217@example.com,2025-05-12,FR,mobile,20,mobile
u_00030,user30@example.com,16-03-2026 00:00,IT,web,43,desktop
u_00701,user701@example.com,09/07/2025,FR,mobile,67,tablet
u_00723,user723@example.com,2025-12-31 00:00,FR,referral,57,desktop
u_00181,user181@example.com,2025-11-02,ES,partner,64,desktop
u_00746,user746@example.com,2024-09-09T00:00:00Z,UK,web,64,desktop
u_00460,user460@example.com,2025/06/05 00:00:00,IT,partner,30,desktop
u_00774,user774@example.com,27-08-2024 00:00,ES,referral,53,desktop
u_00678,user678@example.com,17-07-2024 00:00,UK,partner,54,desktop
u_00639,user639@example.com,2024-01-20 00:00,DE,referral,39,desktop
u_00662,user662@example.com,2025-04-27T00:00:00Z,ES,mobile,18,tablet
u_00475,user475@example.com,2024-03-30,FR,web,49,desktop
u_00265,user265@example.com,2024-03-29,NL,web,44,mobile
u_00065,user65@example.com,20/01/2025,IT,web,63,mobile
u_00795,user795@example.com,2024-12-25 00:00,FR,referral,62,mobile
u_00215,user215@example.com,13/12/2024,IT,web,52,mobile
u_00643,user643@example.com,2024-03-25,FR,web,65,desktop
u_00794,user794@example.com,2025-01-13T00:00:00Z,FR,web,50,desktop
u_00176,user176@example.com,2024-03-06T00:00:00Z,FR,mobile,59,desktop
u_00399,user399@example.com,2024-08-06 00:00,UK,web,47,mobile
u_00173,user173@example.com,11/05/2025,FR,web,61,mobile
u_00333,user333@example.com,2025-07-07 00:00,IT,web,42,mobile
u_00033,user33@example.com,2025-02-09 00:00,FR,web,38,mobile
u_00032,user32@example.com,2025-01-10T00:00:00Z,NL,mobile,23,mobile
u_00745,user745@example.com,2025-11-18,UK,web,29,mobile
u_00236,user236@example.com,2024-05-15T00:00:00Z,DE,mobile,29,desktop
u_00375,user375@example.com,2024-02-17 00:00,FR,web,28,desktop
u_00398,user398@example.com,2024-02-04T00:00:00Z,FR,mobile,67,desktop
u_00409,user409@example.com,2026-02-10,FR,web,43,desktop
u_00700,user700@example.com,2025/11/10 00:00:00,FR,mobile,19,mobile
u_00686,user686@example.com,2024-01-22T00:00:00Z,FR,web,27,desktop
u_00419,user419@example.com,01/08/2024,FR,mobile,20,mobile
u_00390,user390@example.com,06-01-2025 00:00,ES,mobile,33,desktop
u_00709,user709@example.com,2025-05-22,UK,web,47,mobile
u_00551,user551@example.com,29/03/2026,UK,mobile,29,mobile
u_00266,user266@example.com,2025-01-06T00:00:00Z,FR,partner,53,mobile
u_00015,user15@example.com,2024-12-31 00:00,UK,web,56,mobile
u_00095,user95@example.com,18/12/2024,FR,mobile,43,mobile
u_00529,user529@example.com,2025-07-23,DE,web,27,desktop
u_00392,user392@example.com,2025-03-20T00:00:00Z,FR,web,65,mobile
u_00730,user730@example.com,2024/12/07 00:00:00,UK,web,21,desktop
u_00079,user79@example.com,2024-11-28,UK,mobile,52,mobile
u_00604,user604@example.com,2025/10/31 00:00:00,DE,web,45,desktop
u_00388,user388@example.com,2025/01/18 00:00:00,NL,partner,24,mobile
u_00184,user184@example.com,2024/02/03 00:00:00,FR,web,38,desktop
u_00450,user450@example.com,27-07-2025 00:00,UK,referral,47,desktop
u_00381,user381@example.com,2024-12-04 00:00,UK,mobile,62,mobile
u_00492,user492@example.com,07-02-2024 00:00,IT,mobile,63,mobile
u_00780,user780@example.com,17-08-2025 00:00,ES,referral,38,mobile
u_00191,user191@example.com,22/08/2024,NL,mobile,51,mobile
u_00773,user773@example.com,08/03/2024,UK,mobile,30,desktop
u_00622,user622@example.com,2025/08/06 00:00:00,UK,web,68,desktop
u_00365,user365@example.com,13/08/2024,IT,web,36,mobile
u_00136,user136@example.com,2025/01/11 00:00:00,FR,web,48,mobile
u_00246,user246@example.com,28-11-2025 00:00,ES,web,37,mobile
u_00275,user275@example.com,08/09/2024,IT,referral,25,mobile
